inID,Commentaire,star,source,company,index_org,star_org,date
15714,sac de la marque mia tomazzi à éviter absolument . sur la description ils ont bien mentionné cuir de vache valeur 379€ alors que c'est de la plastique . je l'ai payé 89€ . je suis vraiment déçue,1,TrustPilot,VeePee,19000,1,2018-06-03 00:00:00+00:00
15715,"commande non livrée et remboursée au bout de deux mois , pour la deuxième fois pour les mêmes produits commandés chez le même fournisseur ( renoma paris ) ! vente privée annonce que les produits ont été réceptionnés , non pas parce qu'ils le sont , mais parce qu'il s'agit d'un automatisme de l'application ! ( après appel au sav ) définitivement impossible de faire confiance à cette société , seul un bon d'achat du montant des frais de livraison est accordé.à fuir .",1,TrustPilot,VeePee,19001,1,2018-06-01 00:00:00+00:00
15716,"à fuir ça fait un très bon moment que je commandais sur ce site mais depuis 1 an , ils ne sont plus serieux . ils vous livre ce que vous n avez pas commandé et s'arrangent pour détruire toutes traces . j ai commandé un service luminac de 18 pièces en noir et blanc et ils m ont livré un en blanc que j aurai pu me le payer moins cher chez gifi . je leur ai envoyé un courrier pour manifester mon mécontentement et par hasad parmis plus de 10 commandes passées chez eux , seule celle contestée n ' a de trace dans ma boite mail . en même temps j avais commandé des sandales et ils m ont livré d autres moins cher et j'ai retourné le paquet et depuis rien ni échange ni remboursement malgré mes courriers . c est décidé je n'achèterai plus jamais sur ce site . et fuiyez le . ils ne respectent pas leur engagements et prennent les clients pour des pigeons . merci",1,TrustPilot,VeePee,19002,1,2018-06-01 00:00:00+00:00
15717,j avais commandé début février un samsung pour l anniversaire de mon mari le 19 mars . mi mars n ayant toujours pas de trace de ma commande j appelle vente privée qui m informe que mon colis s est perdu et qu ils doivent mener une enquête de 21 jours . au bout de trois semaines ils m envoient un mail pour me dire qu ils procédent au remboursement.la rebelotte debut avril je commande 8 chaises pour un montant de 400 euros qui sont débités dans la seconde . livraison prévur début mai puis repoussée a 15 puis au 28 puis au 31 ... si si c est pas une blague . je viens de les appeler et ils me disent le plus normalement du monde ... désolés nous n avons plus de stock ... non mais sérieux de qui se moque t on . pour moi c est fini ce site . plus jamais,1,TrustPilot,VeePee,19003,1,2018-05-31 00:00:00+00:00
15718,"cela fait depuis 2009 que j'achète sur ce site et depuis environ un an la qualité n'est plus au rdv . livraison systématiquement retardé de 15 jours ( en moyenne délai pour recevoir sa commande 6 semaines ) , l'emballage des colis laissent à désirer , manque des produits ou alors ce sont les mauvais produits qui sont livrés . je ne recommanderais plus sur ce site . bien dommage",1,TrustPilot,VeePee,19004,1,2018-05-31 00:00:00+00:00
15719,"vente privée malgré que ce soit écrit qu'il prenne en charges les frais de retour en cas de non conformité du produit , refuse de le faire.gros arnaqueur , très décue",1,TrustPilot,VeePee,19005,1,2018-05-31 00:00:00+00:00
15720,"inscrite depuis des années , je suis fortement déçu . après un achat j'ai du faire un retour de produit et je trouve ça hallucinant qu'aujourd'hui pour un site internet les frais de retour soit à la charge de l'acheteur ...",1,TrustPilot,VeePee,19006,1,2018-05-29 00:00:00+00:00
15721,"je suis inscrit sur ce site depuis des années ( plus de 10 ans ) , c'est dernier temps la qualité a chuté 1- les produits proposés sont de plus en plus des produits inconnus a la qualité de plus en plus basse 2- le sav est devenu déplorable , les retours sont traités avec un mois de retard , je dois régulièrement rappeler a vente privé qu'il me doive de l'argent pour faire avancer mon dossier , on est bien loin de la qualité du sav d'amazonej'ai décidé de me désinscrire de ces ventes.c'est bien triste de voir ce site avoir pour model de développement `` perenoel.fr '' au lieu de `` amazon.fr '' .un site qui reprend les bonnes habitudes de beaucoup de site marchand français `` le client est un crétin dont le seul droit est de payer et de la fermer '' .cordialement",1,TrustPilot,VeePee,19007,1,2018-05-29 00:00:00+00:00
15722,"j ’ ai procédé à un achat sur le site vente privée .com . voyage le 16 avril 2018 ( réservation hôtel kyriad proche de disneyland paris ) en mon propre nom et suite à une anomalie du site donc paiement mais aucune trace de commande j ’ ai du reprocèder à une autre réservation , donc autre paiement , apres cette deuxième tentative , j ’ ai bien reçu un mail de confirmation de commande . j'ai appelé plusieurs fois vente privée qui eux n'avais aucune trace de mes commandes ( mail reçu de leur part également ) et à ce jour je n'ai aucunes nouvelles malgré mes nombreux appels et le fait qu'il dise qu'il rappelleront dans 48 heures ! ! ! ! je tiens à préciser que sur leur site il utilise le fait qu'il soit élus meilleur service client de l'année : publicité mensongere : comment peut on être élus meilleurs services alors qu'il faille à chaque fois les harceler et répéter l'histoire ... je voudrais préciser que la dernière fois que j'ai appelé il avait retrouvé mes commandes alors que j'ai reçu un mail de leur part en me disant qu'il n'avait aucune traces ..... tout ça pour dire que je viens de perdre 157 € à cause d'un bug et que vente privée n'est pas en mesure de trouver une solution et surtout ne cherche pas car le service ne recontacte jamais ses clients même fidèle ! ! ! boycotter vente privée , mauvais service clients",2,TrustPilot,VeePee,19008,2,2018-05-29 00:00:00+00:00
15723,choississez un point relais et votre colis sera envoyé à une poste à 5 kms de chez vous service plateforme de réclamations avec des opératrices pas du tout commercial site à fuir vraiment,1,TrustPilot,VeePee,19009,1,2018-05-28 00:00:00+00:00
15724,tres decu ! mais pas surprise .. je viens de recevoir un sac de « victor & hugo » comme je l ’ avais lu dans precedent avis ce n ’ est pas un sac qui vaut 269€ mais a peine 20€ en plus il n ’ ya meme pas le nom de la marque sur le sac c ’ est nimporte suoi ! ! ! on nous prend pour des imbecile bref vente privée ou meme showroomprivee cest fini ! adios,1,TrustPilot,VeePee,19010,1,2018-05-26 00:00:00+00:00
15725,"je ne commanderais plus jamais sur ce site gros problème de remboursement , 43 jours que j ’ attends . j ’ étais bonne cliente mais le site s ’ est complètement dégradé .",1,TrustPilot,VeePee,19011,1,2018-05-23 00:00:00+00:00
15726,bonjour nous recherchons des clients ayant profité de la vente privé de peinture de la marque ripolin début mai 2018 . il y aurai un gros soucis de stock donc une incertitude de pouvoir livrer .... ayant dire notre déception mais colère ... nous cherchons surtout à savoir si au final des clients ont eu la peinture ou pas .. livraison prévue entre le 9 et 15 mai . je ne sais pas comment on peu se mettre en contact . ...,1,TrustPilot,VeePee,19012,1,2018-05-23 00:00:00+00:00
15727,"comme tous les autres commentaires . clientes depuis des années , j'ai remarqué que cela se dégradait au fur et à mesure des mes commandes . retards , et surtout non livraison ou livraison d ' 1 seul article sur une grosse commande de produits alimentaires ... du coup , la bouteille de vin à 5 euros me revenait à 15 euros puisque livrée seule et tout le reste de la commande soit-disant perdu ! ! ! ! ! après un parcours du combattant , j'ai tout de même réussie à être remboursée des frais de port.par contre , c'était la fois de trop et au vu des milliers de commentaires très négatifs et allant tous dans le même sens , c'est décidé je me désabonne immédiatement . les arnaques , ça suffit .",1,TrustPilot,VeePee,19013,1,2018-05-23 00:00:00+00:00
15728,"excellent site ou j'ai plusieurs comptes mais depuis 2018 forte dégradation de la qualité de service , plusieurs commandes jamais livrées mais toujours remboursées . le problème est fréquent avec les meubles et les gros produits , leurs enquêtes administratives sont très longues 21 jours mini et on ne reçoit en général jamais les produits . ils vendent donc plus de produits sur le stock de leur fournisseur ne le permet . je vais donc prendre du recul avec ce site .",2,TrustPilot,VeePee,19014,2,2018-05-23 00:00:00+00:00
15729,"bonjour à tousje ne suis pas ce qu'on peut appeler une fidèle cliente et je ne le serai jamais ( on trouve mieux ailleurs et on est traité royal comma à dit un mr plus haut ) , mais il m'arrive de céder à la tentation malgré mes nombreuses déceptions avec eux . parce que chez vente privée , dés qu'il y ' a un hic et vous n'êtes pas à l'abri , vous pouvez être sûr que vous allez vous prendre la tête pendant un certain temps avant d'être remboursé . ma dernière aventure remonte à début mars . j'ai donc cédé à une mauvaise idée et j'ai commandé des tableaux . commande validée , compte débité tout de suite de la somme à payer , deux jours plus tard marquée en cours de préparation pour bloquer toute tentative de rétractation ou d'annulation . un mois d'attente plus tard , ma commande est remise au transporteur pour livraison . je remarque tout de suite une anomalie : j'ai payé une livraison à domicile et c'est un transporteur vers des point relais . je contacte le service clients , la réponse tombe à côté : ils ont rien compris à mon mail et me répondent qu'il faut attendre . j'attend , donc , une semaine puis deux . je les recontacte , j'explique que j'ai payé une livraison à domicile et que mon colis traine depuis deux semaines je ne sais ou . même réponse à côté . ici j'ai envie de parler de leur service clients sois disant élu meilleur service de l'année et devinez depuis combien de temps ? depuis 8 années consécutives , élu par qui ? je suis cliente et personne ne m ' a jamais demandé de voter . meilleur service client , laissez moi rire , vous faites un mail , on ne le lis même pas ou on le comprends pas , on vous répond à côté , aucune logique , des réponses qui n'ont rien à voir avec votre question , des modèles de mails surement qu'ils prennent au hasard , ça leur prend moins de temps , pour eux , vous demandez toujours des informations , on fait non je fais une réclamation messieurs dames . au total , j'ai du contacter par mail et par téléphone le meilleur service clients au moins une dizaine de fois : pas une seule fois je n'ai eu satisfaction . trois fois , j'ai été contactée pour la livraison dont deux samedi ou j'ai du attendre toute la journée et personne n'est venu et donc pas de livraison . je recontacte , on me donne le nm du service livraison , j'ai pas cessé d'appeler et jamais personne n ' a daigné répondre . a ce sujet , j'aimerais dire que le service livraison est à la hauteur du service client , il mériterait d'être aussi élu meilleur service livraison . a ce jour , à mon compteur : deux mois d'attente , une dizaine de mails , quatre appels , une promesse d'être appelée par un responsable des ventes pour annuler cette commande et prétendre à un remboursement , je dis promesse parce que j'attends toujours depuis la semaine dernière.alors vente privée , si vous voulez un conseil : fouillez et ne vous fiez surtout pas à leurs offres alléchantes . réfléchissez à cent fois avant de cliquer chez eux . pour moi , jamais plus on m ' y reprendra",1,TrustPilot,VeePee,19015,1,2018-05-22 00:00:00+00:00
15730,"j'ai voulu commander suite à une vente sur jennyfer , je sélectionne 5 articles le 03/05 , ils me disent que la livraison est prévue entre le 12/05 et le 19/05 , le 18 ma commande étant toujours en préparation , j'envoie un mail au service client , ils me disent que mon colis sera livré le 19 comme prévu , le 19 je reçoit une notification de la poste me disant que le colis ne peut pas être livré dans le point relais prévu , première déception . je reçoit la facture et la surprise , on me dit que j'ai payé 25€ pour 4 articles alors que j'ai payé 27€ pour 5 articles , aucun mail de la part de l'équipe pour me dire qu'un des articles était en rupture de stock , j'ai demandé un remboursement complet de ma commande et je ne recommande pas du tout ce site , j'attends la réponse du sav mais à mon avis je ne verrais ni mon colis , ni mes 30€ ! déplorable .",1,TrustPilot,VeePee,19016,1,2018-05-21 00:00:00+00:00
15731,"après avoir été une très très bonne cliente de vente privée pendant 10 ans , je me suis littéralement faite arnaquée de plus de 300€ . vente privée m ’ a vendu un abonnement de sport chez episod avec un code qui ne fonctionnait pas , ce qu ’ ils ont reconnu . le sav m ’ a répondu de me débrouiller avec le club de sport en donnant email sur lequel je n ’ ai reçu aucune réponse à mes emails . apres 2 mois , jai fini par m ’ abonner à un autre club et ai demandé un remboursement à vente privée.a présent ils me répondent qu ’ ils ne me rembourseront pas et m ’ ont transmis un numéro de téléphone du club de sport . je dois donc me débrouiller pour trouver une solution avec leur fournisseur.cet épisode désagréable a mis un terme définitif à tout achat chez vente privée.je ne recommande donc pas ce site , sav déplorable et malhonnête .",1,TrustPilot,VeePee,19017,1,2018-05-21 00:00:00+00:00
15732,"3 commandes passées chez eux en 2 moi seulement une de réceptionné , maintenant j'attend de me faire rembourser depuis plus de 2 moi et demi le sav est merdi * * * e ! c'est vraiment des voleurs il font la sourde oreille et surtout ils risque pas de vous donné une ristourne en échange ! ! !",1,TrustPilot,VeePee,19018,1,2018-05-19 00:00:00+00:00
15733,"commande skatus : 14/04 commande de 2 paires de chaussures et d'une casquette . le 14/05 je reçois un mail comme quoi je recevrais une partie de la commande ( bizarre mais bon ... ) . donc le 18 la poste m'informe que je vais avoir mon colis . ma fille est folle de joie elle va enfin avoir ses chassures bleues pailletées . on ouvre la boite et là vision d'horreur le modéle n'est pas le bon ce sont des chaussures à impression bande dessinées à dominance verte ... je vérifie la boite et il y a bien écrit `` glitter bleues '' donc le modèle commandé mais pas celui reçu . je ne peux qu'imaginer qu'un abruti du service préparation des colis a du faire tomber les boîtes et a remis les produits dans les boites au petit bonheur la chance et ça c'est dans le meilleur des cas et si j'étais parano je penserai que ventes privées vend des produits qu'ils n'ont pas en stock et qu'ils envoient leur trucs moches en se disant au pire ça va plaire au client et il ne les renverra pas ... mais bon non on va plutôt penser que c'est l'abruti de préparateur le responsable même si la pointure est bonne ... il y a 5 ans j'avais eu le coup avec un pyjama commandé version princesse reçu version peppa pig et bêtement j'avais gardé l'article me disant bon c'est un pyjama mais là non elles sont vraiment très moches ... donc dans le meilleur des cas un autre client a eu la surprise de recevoir les chaussures de ma fille et dans le pire des cas ventes privées nous prend vraiment pour des idiots . je me suis fendue d'un appel au sav et j'ai eu droit à : des excuses assorties de la méthode pour renvoyer le colis mais moi je m'en tamponne le coquillard de leurs excuses je ne vois que le résultat c'est à dire ma fille extrêmement décue qui se retrouve sans chaussures et le temps que je vais perdre à ramener le colis à la poste et attendre le remboursement ... c'est bien beau de vouloir s'agrandir mais encore faut-il être capable de suivre la cadence ! maintenant j'attends le reste de ma commande avec angoisse . j'éviterai dorénavant de commander sur leur site.suite ( 2/06 ) : donc comme redouté , je ne verrai pas la couleur de ma paire de basket = > produit devenu indisponible donc remboursé avec un magnifique bon de réduction de 5 euros en dédommagement . quant à l'autre paire renvoyée et réceptionnée depuis le 19/05 ( site poste ) hé bien toujours pas de remboursement ( toujours en cours ) et comme réponse attendre 10 jours ouvrés ... et j'attends toujours ... par contre pour encaisser ils sont rapides ! conclusion : sur 3 articles commandés , 1 fantome , 1 pas conforme en attente de remboursement et donc 1 seul article ( une casquette ) qui me revient à 12,50 + 6,50 de frais de port ... ça fait chere la casquette ( trouvée ailleurs plein tarif à 14,50 frais de port compris ! ) . mon seul regret : ne pas avoir tout renvoyé pour avoir un remboursement intégral ! on est à la limite de l'escroquerie ! et ce qui est inquiètant c'est que je ne suis pas un cas unique ( cf les différents avis ) ... ces problèmes sont récurents ( donc on a du mal à croire que ce sont des erreurs ! pas le bon produit/ produit inexistant pas en stock/remboursement galère ... ) .",1,TrustPilot,VeePee,19019,1,2018-06-02 00:00:00+00:00
15734,"j'ai décidé aujourd'hui de ne plus jamais faire appel à ce site . si j'avais vu les avis négatifs précédemment je me serais abstenue bien avant ce jour . non seulement on vous fait attendre plusieurs semaines avant de vous livrer mais vente-privee encaisse immédiatement votre règlement . quelle trésorerie pour vente-privee ! quand on sait à quel point la trésorerie est le nerf de la guerre d'une entreprise ... n'ayant toujours pas reçu ma commande , je les appelle pour m'entendre dire il y a eu un problème de stock et je ne serai jamais livrée et qu'on me rappellera dans les 2 jours pour me rembourser . mais si je n'avais pas appelé aujourd'hui , comment aurais-je su que je ne serai jamais livré ? encore un moyen pour ventes privées , de jouer avec ma trésorerie . ils ont intérêt à me rembourser rapidement car je n'en resterai pas là . ça s'appelle comment quand on prend de l'argent à un client sans rien donner en retour ? ? ?",1,TrustPilot,VeePee,19020,1,2018-05-18 00:00:00+00:00
15735,"frais de port élevés , pas de possibilité d'ajouter des produits de différentes ventes à un seul panierproduits parfois de très mauvaise qualité , conclusion : si vous ne connaissez pas la marque n'achetez pas ! livraison longue et parfois retardée",3,TrustPilot,VeePee,19021,3,2018-05-18 00:00:00+00:00
15736,"retour sur cette histoire de bague jamais livrée . après un mail attestant d ’ un remboursement en date du 04 mai 2018 j ’ attends encore en date du 17 . nombreux appels mais toujours la même réponse . on va vous recontacter . je pense que je ne vais pas avoir d ’ autre choix que de déposer plainte . vente privée joue avec mes 900 euros depuis 02 mois maintenant et avec mes nerfs .... , site à fuire .....",1,TrustPilot,VeePee,19022,1,2018-05-18 00:00:00+00:00
15737,petite site d ’ escroquerie ... article en préparation infini à croire qu ’ il invente les matières premières ... revendeurs de produits qu ’ ils ne possèdent pas . et d ’ après ce que je peux lire ici sûrement que je serais pas rembourser . deuxième expérience décevante avec eux . et si je pouvais mettre zéro je le ferais !,1,TrustPilot,VeePee,19023,1,2018-05-18 00:00:00+00:00
15738,"service après vente de plus en plus mauvais . commande pas livrée , malgré plusieurs relances pas de nouvelles de mon colis par contre pour l'encaissement pas de problème , au bout de 2 jours max votre cb est débitée . si les litiges étaient résolus aussi vite que l'encaissement , il n ' y aurai pas de problèmes",1,TrustPilot,VeePee,19025,1,2018-05-17 00:00:00+00:00
15739,j ai acheté une trottinette électrique qui au bout d une semaine ne fonctionné plus du coup retour sauf qu ils sont incapable de l essayé et me dise qu ils n ont pas constaté le dysfonctionnement et du coup me rembourse pas les frais de retour super vente privé je déconseille d acheté la moindre chose chez eux pour comparé amazon ma remboursé entièrement un retour d un produit,1,TrustPilot,VeePee,19026,1,2018-05-15 00:00:00+00:00
15740,"cliente depuis des années , nous sommes très mécontentes de vente privée et de son sav ! nous avons effectué une commande de birkenstock de deux paires de mules ! j ’ ai renvoyé une paire ( trop petite ) , et je n ’ ai , à ce jour , toujours pas reçu le remboursement ! on me ballade depuis plus d ’ un mois ! j ’ ai envoyé les justificatifs demandés ( cni , attestation sur l ’ honneur , preuve de dépôt , suivi colissimo indiquant que le colis a été livré le 04/04 dans vos entrepôts ) . votre sav après réception m ’ indique que le remboursement va être effectué sous 8 jours qu ’ ils vont ouvrir une enquête postale ! deux semaines plus tard , c ’ est à dire aujourd ’ hui , toujours aucun remboursement et je reçois ce jour un nouveau mail m ’ indiquant qu ’ on ne me remboursera pas ! ! je suis très en colère ... de plus je me rends compte que je ne suis pas la seule dans cette situation ! visiblement les arnaques et les mécontents sont monnaies courantes chez vente privé ... fuyez ! ! ! !",1,TrustPilot,VeePee,19027,1,2018-05-15 00:00:00+00:00
15741,colis détérioré à l'arrivée donc refuse avec demande par mail de remboursement ou d'échange le 23 avril . le 12 avril nouveau contact téléphonique car pas de nouvelles de mon colis . cette fois personne fort désagréable qui me dit qu'il me faut encore attendre ... je reviendrais que la commande a été passée le28 février et qu ' à ce soir le 15 mai je n'ai rien si ce n'est un début de plus de 90 euros sur mon compte . c'est inadmissible et ce qui l'est encore moins les délais et la manière dont on est reçu au téléphone .,1,TrustPilot,VeePee,19028,1,2018-05-15 00:00:00+00:00
15742,"vente privée elle le site d arnaque le mieux organisé de france , surtout ne commander rien chez eux , si par malheur il vous arrive d ' y avoir commandé un article , celui ci sera , soit abîmé , défectueux , incomplet ... et pour récupérer votre argent honnêtement versé lors de votre commande , il va falloir vous munir de la tenue complète du combattant , car le parcours du commando de vente privée est un parcours ou vous allez rencontrer des voleurs , des arnaqueurs , des menteurs , des escrocs ..... que ce soit aux services clients , juridiques .... y en a pas un pour relever le niveau , je pense que ce site , est en fait une école ou on apprend l escroquerie à grande échelle",1,TrustPilot,VeePee,19029,1,2018-05-14 00:00:00+00:00
15743,très mauvais ! plusieurs commandes non reçues ! alors que j'avais des mails m'informant que j'allais être livrée ! très mauvaise gestion de la relation client : obligée de quémander pour avoir un bon d'achat du montant des frais d'une livraison jamais effectuée ! ! ! ! ! ! vraiment nul et de plus en plus nul ! ! ! je déconseille ! allez sur amazon !,1,TrustPilot,VeePee,19030,1,2018-05-11 00:00:00+00:00
15744,"bonjour , je donne 1 car le service client s'est vraiment dégradé.achat de 3 bons rosedeal `` patisserie des rêves '' de 75€ . arrivé sur place , choix vraiment limité niveau patisserie , vraiment pas terrible.je n'ai pas utilisé les rosedeal car j'ai vraiment pas evie de me goinfrer de `` patisserie des malheurs '' ; pas trouvé ce que je voulais dans cette minuscule `` patisseie '' .demandé un geste commercial pour m'annuler au moins 2 bons rosedeal acheté chez vente-privéé , mais ils n'ont pas voulu car délais de rétractation de 14 jours écoulé.pas cool ce site , même avec ses clients qui leur font du chiffre d'affaires depuis plus de 10ans sans incident de paiement.je ne recommande pas ce site .",1,TrustPilot,VeePee,19031,1,2018-05-07 00:00:00+00:00
15745,"c ’ est lamentable ! ! ! pas de service client , pas de possibilité d ’ annuler ou modifier une commande ! a quoi vous servez donc ? je crois à rien du tout . perdre des clients par ce biais n ’ est pas intelligent du tout !",1,TrustPilot,VeePee,19032,1,2018-05-06 00:00:00+00:00
15746,"j'ai commandé un sac lulu castagnette qui s'est cassé après quelques utilisations seulement . on m ' a proposé de soit le retourner , soit recevoir un bon d'achat de 7 euros . j'ai préféré le remboursement mais à la lecture des consignes de retour , il s'est avéré qu'il fallait les emballages d'origine . or , je ne les avais plus car je ne pensais pas qu'un sac de marque se casserait aussi vite . le service client internet a été incapable de me répondre sur la nécessité absolue des fameux emballages pour être remboursée , se contenant de soit ignorer mes mails , soit me renvoyer à nouveau leur réponse pré-tapée sur les consignes de retour . après appel téléphonique , il s'est avéré qu'il fallait absolument leurs fichus emballages d'entrepôt et que je ne pourrais pas être remboursée sans ( me demande d'ailleurs pourquoi ils y tiennent tant car le sac est inrevendable ) . ils m'ont gracieusement offert leur bon d'achat de 7 euros . résultat : de l'argent gaspillé pour un sac unitilisable et un bon d'achat de 7 euros ... la blague !",2,TrustPilot,VeePee,19033,2,2018-05-05 00:00:00+00:00
