inID,Commentaire,star,source,company,index_org,star_org,date
7982,"j'ai reçu les montres très vite . la grande violette pour moi et la petite rouge , pour que mon fils apprenne l'heure ! elle est étanche à 10 m , mais je ne crois pas qu'il plonge aussi loin ! ! elles sont vraiment belles . j'adore acheter des produits de marque , de qualité à des prix compétitifs ! merci showroom !",5,TrustedShop,ShowRoom,9966,5,26/07/2020
7983,livraison trop longue qualité mois bien,1,TrustedShop,ShowRoom,9967,1,26/07/2020
7984,j ’ ai commandé une valise rose et j ’ ai reçu une valise rouge .,3,TrustedShop,ShowRoom,9968,3,26/07/2020
7985,pas reçu le transat mauvais site,1,TrustedShop,ShowRoom,9970,1,26/07/2020
7986,"la robe très bien . en revanche , j ’ avais commandé un haut noir et j ’ ai reçu une robe rouge en taille l ? ? ? qu ’ est-ce que j ’ en fait , je le renvoie à mes frais ? et mon tee shirt noir ?",3,TrustedShop,ShowRoom,9972,3,26/07/2020
7987,"bonjour , cela aurait été parfait si au lieu d'un haut blanc enregistré et payé de taille xxl on ne m'avait livré un haut vert ( très joli ) mais de taille l ; cela m'étonne de vous ! à bientôt",5,TrustedShop,ShowRoom,9973,5,26/07/2020
7988,j'étais un peu déçue au début des commandes la dernière livraison ça s'est bien passée ainsi que la marchandise et service client,4,TrustedShop,ShowRoom,9974,4,26/07/2020
7989,"il manquait un article de la commande , facturé mais pas dans le colis . a part ça tout allait bien .",4,TrustedShop,ShowRoom,9975,4,26/07/2020
7990,toujours ravie des produits et services proposés par showroomprivé,5,TrustedShop,ShowRoom,9977,5,26/07/2020
7991,rien à dire rapide et très bon deal,5,TrustedShop,ShowRoom,9978,5,26/07/2020
7992,"a mis plus d'un mois à arriver à la réunion , je ne sais pas si ce sont les circonstances qui font que ça a mis du temps mais je suis tout de même satisfaite de la qualité du produit . merci",5,TrustedShop,ShowRoom,9979,5,26/07/2020
7993,"rien à signaler . dommage cependant qu'il faille payer les frais de retour . sur d'autres sites de vente de vêtements , lil n ' y a pas de frais de retour . de ce fait , j'ai tendance à privilégier ces sites .",4,TrustedShop,ShowRoom,9980,4,26/07/2020
7994,tout était bien ..,5,TrustedShop,ShowRoom,9981,5,26/07/2020
7995,très bien !,5,TrustedShop,ShowRoom,9982,5,26/07/2020
7996,ma commande est très vite arrivée et le service client me prévenait pour chacune des des étapes jusqu ' à la livraison .,5,TrustedShop,ShowRoom,9983,5,26/07/2020
7997,livraison très rapide et mes produits conforme a ce que j'esperais,5,TrustedShop,ShowRoom,9984,5,26/07/2020
7998,correspond parfaitement à la description et à la photo . livraison rapide,5,TrustedShop,ShowRoom,9985,5,26/07/2020
7999,correspond parfaitement à la description . livraison rapide,5,TrustedShop,ShowRoom,9986,5,26/07/2020
8000,erreur dans la commande . j ai commandé des collants et reçu des chaussettes,4,TrustedShop,ShowRoom,9987,4,26/07/2020
8001,tout a bien fonctionné : délai de livraison très court ( 5 jours ) - articles conformes à la commande . merci .,5,TrustedShop,ShowRoom,9988,5,26/07/2020
8002,un carton arrivé complètement éventré même si enrobé de scotch par la poste . a renvoyer car cela fuit . a se demander pourquoi il y a eu livraison ....,1,TrustedShop,ShowRoom,9989,1,26/07/2020
8003,j ’ adore le jeu de la bouteille pour jouer entre amis c ’ est convivial.le ballon aéroglisseur mon petit fils adore.tous les articles que j ’ ai reçu correspondent à mes attentes.la livraison un peu longue mais bon les prix sont tellement attractifs qu ’ on peut attendre un peu,5,TrustedShop,ShowRoom,9990,5,26/07/2020
8004,je suis ravie de la robe la taille est correcte et la matière aussi,5,TrustedShop,ShowRoom,9991,5,26/07/2020
8005,livreur aimable . articles reçus conformes à la description,5,TrustedShop,ShowRoom,9992,5,26/07/2020
8006,tres contente,5,TrustedShop,ShowRoom,9994,5,26/07/2020
8007,colis arrivé en en avance super ! !,5,TrustedShop,ShowRoom,9995,5,26/07/2020
8008,tout est parfait !,5,TrustedShop,ShowRoom,9996,5,26/07/2020
8009,a part le carton qui était ouvert j'ai bien récupéré ma commande .,5,TrustedShop,ShowRoom,9997,5,26/07/2020
8010,très bien,5,TrustedShop,ShowRoom,9998,5,26/07/2020
8011,très bien,5,TrustedShop,ShowRoom,9999,5,26/07/2020
8012,aucun problème.livraison plus rapide que prévu . colis en parfait état .,5,TrustedShop,ShowRoom,10000,5,26/07/2020
8013,très satisfaite livraison rapide,5,TrustedShop,ShowRoom,10002,5,26/07/2020
8014,j'ai commandé trois robes et là comme surprise on me livre deux robes et un t-shirt blanc pour blanc pour les enfants c'est horrible,3,TrustedShop,ShowRoom,10003,3,26/07/2020
8015,très satisfaite de ms commande,5,TrustedShop,ShowRoom,10004,5,26/07/2020
8016,pas satisfaite de la qualité des maillots .. beaucoup trop grand au niveau des tailles .. même la taille m,3,TrustedShop,ShowRoom,10005,3,26/07/2020
8017,trop nickel . délai un peu.long . mais sinon rien à redire.merci,4,TrustedShop,ShowRoom,10006,4,26/07/2020
8018,mon sac est pile poil comme j'aime r.a.s .,5,TrustedShop,ShowRoom,10007,5,26/07/2020
8019,"un article trop grand par rapport la taille que j'ai habituellement commandée , donc un peu déçu.en plus si je demande le retour de ce article , je dois payer le frais de retour .",4,TrustedShop,ShowRoom,10008,4,26/07/2020
8020,le modèle était décrit bleu ciel uni mais est en fait bleu ciel rayé blanc et sur la photo aussi,4,TrustedShop,ShowRoom,10009,4,26/07/2020
8021,un peu deçu de la marchandise . livraison et service client au top !,4,TrustedShop,ShowRoom,10010,4,26/07/2020
8022,"j'avais commandé 7 articles , je n'en ai reçu que 6 sans avoir été informée , mais le service client a fait le nécessaire pour que le remboursement de l'article soit enclenché .",4,TrustedShop,ShowRoom,10011,4,26/07/2020
8023,bon produit très satisfaite recommande,4,TrustedShop,ShowRoom,10012,4,26/07/2020
8024,délai de livraison très court . les articles reçus sont conformes à la commande . merci .,5,TrustedShop,ShowRoom,10013,5,25/07/2020
8025,le sac que j'ai reçu est un peu défectueux,3,TrustedShop,ShowRoom,10014,3,25/07/2020
8026,tout est ok,4,TrustedShop,ShowRoom,10015,4,25/07/2020
8027,j'ai reçu ma commande trop déçu les articles abîmé je compte retourner la totalité de la commande . merci showroomprive,4,TrustedShop,ShowRoom,10017,4,25/07/2020
8028,"bon produit , commande efficace",5,TrustedShop,ShowRoom,10018,5,25/07/2020
8029,tout est parfait,5,TrustedShop,ShowRoom,10019,5,25/07/2020
8030,le produit est très correct,4,TrustedShop,ShowRoom,10020,4,25/07/2020
8031,tres bien,5,TrustedShop,ShowRoom,10021,5,25/07/2020
8032,"livraison parfaite et professionnelle . la marchandise ( un poulailler ) est très médiocre : qualité des matériaux et mode d'emploi indigents , mauvaise conception . j'ai tout refait , repeint , remplacé ... malheureusement made in rpc ... le service client : pas d'avis , pas contacté",3,TrustedShop,ShowRoom,10022,3,25/07/2020
8033,"très satisfait ,",5,TrustedShop,ShowRoom,10023,5,25/07/2020
8034,"peluche exactement comme décrit , très douce , arrivée plus vite que ce que j ’ aurai penser .",5,TrustedShop,ShowRoom,10024,5,25/07/2020
8035,"les affaires sont très bien quand il s ’ agit des marques déjà connus , on n ’ a pas de mauvaises surprises",4,TrustedShop,ShowRoom,10025,4,25/07/2020
8036,parfait,4,TrustedShop,ShowRoom,10027,4,25/07/2020
8037,parfait rien à dire contente de ma commande et super délai de livraison,5,TrustedShop,ShowRoom,10028,5,25/07/2020
8038,"bonjour , si je prends le cas récent de ma commande 203995874 : llivraison en pt . relais était prévu '' paradisio à chocques '' , votre mail du 22/07/20 nous dit que le colis sera finalement livré à annezin au b.poste ? ma femme fait 7x2 kms pour retirer le colis que l'on ne trouve pas et on lui dit de revenir avec le n° de commande ? en fin de compte le colis était à `` paradisio '' ? ? ? ? cherchez l'erreur ....",2,TrustedShop,ShowRoom,10030,2,25/07/2020
8039,arrivée avant la date prévue très satisfaite,5,TrustedShop,ShowRoom,10031,5,25/07/2020
8040,"j'adore mes lunettes guess , elles sont vraiment supers , recu tres rapidement je suis ravie",5,TrustedShop,ShowRoom,10032,5,25/07/2020
8041,le manteau en laine avait plein de petites bouloches dues à la matière . le reste très bien,5,TrustedShop,ShowRoom,10034,5,25/07/2020
8042,le pants est trop petit pour la taille m,3,TrustedShop,ShowRoom,10035,3,25/07/2020
8043,la boite d'un des produits a été ouverte avant d'être mise dans le paquet ... ce n'est pas très rassurant,4,TrustedShop,ShowRoom,10036,4,25/07/2020
8044,tout était parfait .,5,TrustedShop,ShowRoom,10037,5,25/07/2020
8045,très bien mes articles,4,TrustedShop,ShowRoom,10038,4,25/07/2020
8046,livraison obliger de faire 50 klm .pourquoi ne proposez vous pas au client de choisir son lieu de livraison.j'avais demandé chateau -renault je fut obliger d'aller chercher le colis a montoire . economie sur ma commande o .,3,TrustedShop,ShowRoom,10039,3,25/07/2020
8047,"un mois et demi a attendre , bloqué chez le transporteur et reporter 3 fois , j ai pas arrêté d appeler , ..... changer de transporteur , marchandise nickel",3,TrustedShop,ShowRoom,10040,3,25/07/2020
8048,"ça fait deux fois que je passe commande et pas satisfaite car la première fois les tailles trop grande et bénéficié de 12 euros de code promo de bienvenue , jai fais un achat de 107 à peu près après validation du code promo j'ai payé 94,34 alors lors de la réception du colis 1 robe trop grande , un collier décevant et chaussure conviennent pas , vous m'aviez rembourser moins manque au moins 20 euros",2,TrustedShop,ShowRoom,10041,2,25/07/2020
8049,"livraison dans les délais , bonne communication , article en bon état , tel que sur la photo . merci",4,TrustedShop,ShowRoom,10042,4,25/07/2020
8050,je suis très satisfaite de ma commande,5,TrustedShop,ShowRoom,10044,5,25/07/2020
8051,très petit ... et pas aussi puissant que sa disait,3,TrustedShop,ShowRoom,10045,3,25/07/2020
8052,tout était conforme . ras,5,TrustedShop,ShowRoom,10046,5,25/07/2020
8053,très bien . rien à dire .,5,TrustedShop,ShowRoom,10047,5,25/07/2020
8054,livré dans les temps même si c'est un peu long . produits conformes à ce que j'avais commandé . bien,4,TrustedShop,ShowRoom,10048,4,25/07/2020
8055,plus de deux mois d ’ attente pour recevoir mon colis et je n ’ ai pas reçue l ’ intégralité de ma commande,3,TrustedShop,ShowRoom,10049,3,25/07/2020
8056,très sympa cette médaille avec son signe d'astrologie graver ... merci ...,5,TrustedShop,ShowRoom,10050,5,25/07/2020
8057,"super ! article conforme à la description , produit de qualité . rapidé de livraison exceptionnelle ! génial",5,TrustedShop,ShowRoom,10051,5,25/07/2020
8058,parfait comme toujours,5,TrustedShop,ShowRoom,10052,5,25/07/2020
8059,"les fauteuils pliants ne sont pas d'une grande qualité , mais leur prix était très attractif . livrés à temps et en bonne état .",5,TrustedShop,ShowRoom,10053,5,25/07/2020
8060,bonjour j'ai commandé de chaussures sur votre site . c'était une paire de 39 . je suis très changer parce que c'est pas ma taille je suis très la taille 38 . j'aimerais bien savoir les démarches à faire pour rendre les chaussures .,3,TrustedShop,ShowRoom,10054,3,25/07/2020
8061,"le colis à un impacte et la table est abimée , j'ai envoyé un mail avec photos . toujours pas de réponse . j'attends de voir la suite , j'espère que ce problème sera vite résolue .",1,TrustedShop,ShowRoom,10055,1,25/07/2020
8062,commande longue a être livrée,3,TrustedShop,ShowRoom,10056,3,25/07/2020
8063,très satisfaite par le produit et la rapidité de la prise en compte de la commande et de sa livraison,5,TrustedShop,ShowRoom,10057,5,25/07/2020
8064,meilleure commande tailles parfaite enfin très bonne qualité,5,TrustedShop,ShowRoom,10058,5,25/07/2020
8065,bonjour c ’ est un réel plaisir celui de parcourir les vente et choisir un article qui me plaît . par conséquent je suis très déçue de cette article qui taille beaucoup trop petit . j ’ ignore les modalités du retour d ’ articles . par contre le délai de livraison est très correct . cordialement à tous . carlier herzi néjia,2,TrustedShop,ShowRoom,10059,2,25/07/2020
8066,malheureusement la commande ne correspond pas et en plus la référence de la boîte inscrit 2 fois sur la boîte n est pas la même pas étonnant que le réassort c'est mal passé,2,TrustedShop,ShowRoom,10061,2,25/07/2020
8067,nouvelle cliente pas très à l'aise avec les nouvelles technologies ; je me retrouve coincée avec une paire de sandales compensée qui ne me vont pas et pour autant je n'arrive pas à savoir comment je peux en faire le retour et obtenir un remboursement ... application non disponible sur téléphone ( semblait pourtant simple ) et par l'ordi via microsoft demande derniers numéros de cb = pas de new,2,TrustedShop,ShowRoom,10062,2,25/07/2020
8068,"le service client n ' a pas répondu à mon mail du 15 juillet 2020 concernant la réduction de 12€ pour ma toute première commande dont je n'ai donc pas pu bénéficier . par ailleurs , le bijou reçu n'était pas accompagné de son certificat d'authencité comme annoncé sur le site cort",3,TrustedShop,ShowRoom,10063,3,25/07/2020
8069,très bonne expérience,5,TrustedShop,ShowRoom,10064,5,25/07/2020
8070,très bel article à un prix super intéressant .,5,TrustedShop,ShowRoom,10065,5,25/07/2020
8071,"bonjour , pour ma commande jus d'orange il y en a un qui est trop petit que je vais vous renvoyer , mais les articles sont très jolies et je recommanderais sur votre site . cordialement . mme zablot claudine .",5,TrustedShop,ShowRoom,10066,5,25/07/2020
8072,"bonjour , est-ce normal d'avoir recu que 2 des 3 pieces commandées ? cordialement",2,TrustedShop,ShowRoom,10067,2,25/07/2020
8073,excellent rapport qualité prix .,4,TrustedShop,ShowRoom,10068,4,25/07/2020
8074,"produits de qualité , livrés trés rapidement . quoi demander de plus ?",4,TrustedShop,ShowRoom,10069,4,25/07/2020
8075,marchandises conformes à mes attentes . délai respecté mais je trouve que 3 à 4 semaines c'est très long .,4,TrustedShop,ShowRoom,10070,4,25/07/2020
8076,"super , la robe est magnifique . merci showroomprive .",5,TrustedShop,ShowRoom,10071,5,25/07/2020
8077,très satisfaite de ce relais . je suis handicapée ils sont très serviables,5,TrustedShop,ShowRoom,10074,5,25/07/2020
8078,"non , un des t shirt que j'ai commandé n'était pas du tout celui que j'ai reçu ! cordialement",1,TrustedShop,ShowRoom,10076,1,25/07/2020
8079,délai de livraison au top : expédié et reçu avant la date indiquée lors de la commande .,5,TrustedShop,ShowRoom,10077,5,25/07/2020
8080,livraison dans les temps . produits très bien . très satisfaite,5,TrustedShop,ShowRoom,10078,5,25/07/2020
8081,"nous avions déjà commandé de la vaisselle et des verres et tout était correct . la livraison vraiment longue mais bon , avec la covid 19 on peut comprendre . cette deuxième livraison , une vrai catastrophe . deux colis sur trois ont été livrés . sur deux boîtes de verre une contenait deux verres de la même couleur . dans le colis des assiettes , une assiette était cassée . solution apportée insuffisant .",2,TrustedShop,ShowRoom,10079,2,25/07/2020
8082,livraison dans la période indiquée,4,TrustedShop,ShowRoom,10081,4,25/07/2020
8083,livraison rapide,5,TrustedShop,ShowRoom,10082,5,25/07/2020
8084,toutes les conditions ont été remplies .,5,TrustedShop,ShowRoom,10083,5,25/07/2020
8085,commande reçue rapidement et j'en suis ravie merci vendeur,5,TrustedShop,ShowRoom,10084,5,25/07/2020
8086,"satisfaite de la commande , collection les petites bombes , jamais déçue , livraison rapide parfait",5,TrustedShop,ShowRoom,10085,5,25/07/2020
8087,parfait,5,TrustedShop,ShowRoom,10086,5,25/07/2020
8088,"produits conformes , livraison très rapide .",5,TrustedShop,ShowRoom,10088,5,25/07/2020
8089,surprise désagréable . commande nulle . les produits ne reflètent pas les images postées sur showroom . c ’ est du gâchis . je regrette énormément d ’ avoir acheté cette marque,2,TrustedShop,ShowRoom,10090,2,25/07/2020
8090,très bonne qualité d un style très coloré et sympathique pour de jeunes enfants,5,TrustedShop,ShowRoom,10092,5,25/07/2020
8091,"j ’ ai acheté 3 escarpins ( rouge , noir et rose ) . pour le rouge je suis satisfait de la commande , mais à la place du rose c ’ est on m ’ a livré la couleur nude et le noir je ne sais pas le mettre parce que plus grand comme si c ’ était du 38 mais j ’ ai acheté du 37 .",4,TrustedShop,ShowRoom,10093,4,25/07/2020
8092,satisfait de la commande,5,TrustedShop,ShowRoom,10094,5,25/07/2020
8093,satisfait de la commande,5,TrustedShop,ShowRoom,10095,5,25/07/2020
8094,la livraison a été reportée plus de fois . le service client n ’ a même pas répondu à mon e-mail concernant la commande . la qualité du produit ne reflète pas les images et la description . je suis déçue d ’ avoir passé cette commande .,2,TrustedShop,ShowRoom,10096,2,25/07/2020
8095,"l'emballage est arrivé complètement ouvert et très mal rescotché . le carton était tout abimé . heureusement , la commence était complète . dès le départ , la commande n'avait certainement pas été préparée correctement car on pouvait comprendre cela à l'emplacement du scotch mis par showroom . là où il avait été mis et comme il avait été mis , le paquet ne pouvait pas arrivé entier connaissant la poste",3,TrustedShop,ShowRoom,10097,3,25/07/2020
8096,le rouge des polos déteint à 30 degrés au premier lavage complètement anormal je ne suis pas content .,4,TrustedShop,ShowRoom,10098,4,25/07/2020
8097,commande ne correspond pas à ce que j'ai commandér de plus il me manque une paire de chaussure la boîte est dans un état pitoyable je ne peux même pas l offrir j'attends mes remboursement et je ne commanderai plus chez vous ce n'est pas la première fois les linge froisser .... non merci,1,TrustedShop,ShowRoom,10099,1,25/07/2020
8098,produit non conforme au image du site livraison bien trop longue,2,TrustedShop,ShowRoom,10100,2,25/07/2020
8099,parfait . ..,5,TrustedShop,ShowRoom,10101,5,25/07/2020
8100,un peu long pour la livraison mais les femmes sont toujours impatientes ! ! !,5,TrustedShop,ShowRoom,10102,5,25/07/2020
8101,objet livré au point relais à la date prévue correctement emballé et protégé - conforme au visuel,5,TrustedShop,ShowRoom,10103,5,25/07/2020
8102,"marchandises bloquées en douane , taxées . une paire abîmée .",3,TrustedShop,ShowRoom,10105,3,25/07/2020
8103,"articles au top , rien à redire . par contre livraison très très ( trop ) longue .",4,TrustedShop,ShowRoom,10106,4,25/07/2020
8104,"pourquoi évaluer le service client ? puisque tout ce fait par internet en quelques clics ... livraison parfaite , dans le délai annoncé . marchandise conforme à mes attentes .",5,TrustedShop,ShowRoom,10107,5,25/07/2020
8105,un peu decu de la couleur,4,TrustedShop,ShowRoom,10108,4,25/07/2020
8106,très bien,5,TrustedShop,ShowRoom,10109,5,25/07/2020
